shipment_id,order_id,order_date,customer_name,customer_type,country,region_name,shipment_date,expected_delivery_date,actual_delivery_date,shipment_status,delivery_performance,days_vs_expected,order_value
"2688","2843","2026-11-29","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2026-12-07","2026-12-12","2026-12-10","Delivered","On-Time / Early","-2","927835.37"
"2691","2846","2026-01-19","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2026-01-29","2026-02-03","2026-02-01","Delivered","On-Time / Early","-2","5545878.59"
"2713","2868","2025-05-04","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2025-05-13","2025-05-19","2025-05-19","Delivered","On-Time / Early","0","1893095.86"
"2722","2880","2026-04-10","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2026-04-16","2026-04-19","2026-04-20","Delivered","Late","1","6202659.85"
"2735","2894","2026-08-08","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2026-08-14","2026-08-21","2026-08-21","Delivered","On-Time / Early","0","1659371.64"
"2737","2896","2025-05-03","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2025-05-11","2025-05-15","2025-05-14","Delivered","On-Time / Early","-1","1092481.99"
"2743","2902","2025-02-09","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2025-02-12","2025-02-19","2025-02-19","Delivered","On-Time / Early","0","5914319.09"
"2756","2916","2025-10-22","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2025-10-27","2025-10-31","2025-10-29","Delivered","On-Time / Early","-2","1731201.34"
"2757","2917","2026-11-10","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2026-11-14","2026-11-18","2026-11-17","Delivered","On-Time / Early","-1","1834917.95"
"2762","2923","2026-03-29","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2026-04-05","2026-04-09","2026-04-09","Delivered","On-Time / Early","0","3124961.09"
"2783","2944","2025-11-28","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2025-12-06","2025-12-13","2025-12-12","Delivered","On-Time / Early","-1","2106149.63"
"2788","2949","2025-09-08","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2025-09-18","2025-09-21","2025-09-19","Delivered","On-Time / Early","-2","2871948.68"
"2803","2965","2025-07-22","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2025-08-01","2025-08-07","2025-08-06","Delivered","On-Time / Early","-1","2258054.98"
"2805","2967","2026-07-15","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2026-07-18","2026-07-25","2026-07-24","Delivered","On-Time / Early","-1","1320468.57"
"2827","2989","2026-03-27","Iberian Aerospace Systems","Aircraft Manufacturer","Spain","Europe","2026-04-05","2026-04-10","2026-04-09","Delivered","On-Time / Early","-1","2443791.33"
"14","15","2026-06-14","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-06-20","2026-06-27","2026-06-25","Delivered","On-Time / Early","-2","189171.78"
"21","22","2026-11-06","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-11-09","2026-11-19","2026-11-18","Delivered","On-Time / Early","-1","144808.48"
"25","26","2025-10-13","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-10-17","2025-10-27","2025-10-25","Delivered","On-Time / Early","-2","246078.01"
"36","39","2025-03-25","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-03-30","2025-04-06","2025-04-05","Delivered","On-Time / Early","-1","182777.35"
"67","72","2025-11-18","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-11-21","2025-11-29","2025-11-28","Delivered","On-Time / Early","-1","114922.56"
"76","81","2025-08-04","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-08-08","2025-08-14","2025-08-12","Delivered","On-Time / Early","-2","134670.51"
"86","92","2025-05-05","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-05-08","2025-05-13","2025-05-11","Delivered","On-Time / Early","-2","299047.45"
"88","94","2026-06-01","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-06-08","2026-06-13","2026-06-14","Delivered","Late","1","200229.96"
"89","95","2026-05-02","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-05-07","2026-05-13","2026-05-11","Delivered","On-Time / Early","-2","142444.94"
"91","97","2025-10-09","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-10-17","2025-10-27","2025-10-25","Delivered","On-Time / Early","-2","306128.46"
"95","101","2026-04-23","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-04-29","2026-05-05","2026-05-04","Delivered","On-Time / Early","-1","73230.78"
"100","106","2025-10-07","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-10-10","2025-10-18","2025-10-18","Delivered","On-Time / Early","0","72267.14"
"121","127","2025-04-19","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-04-26","2025-05-01","2025-05-01","Delivered","On-Time / Early","0","85094.97"
"150","158","2026-01-25","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-02-04","2026-02-12","2026-02-10","Delivered","On-Time / Early","-2","292861.47"
"174","184","2026-07-10","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-07-12","2026-07-19","2026-07-18","Delivered","On-Time / Early","-1","174696.44"
"177","187","2025-10-22","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-10-29","2025-11-03","2025-11-01","Delivered","On-Time / Early","-2","441641.58"
"180","190","2025-04-27","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-05-04","2025-05-12","2025-05-10","Delivered","On-Time / Early","-2","131912.80"
"182","193","2025-09-07","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-09-15","2025-09-23","2025-09-21","Delivered","On-Time / Early","-2","408491.76"
"194","206","2025-05-28","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-06-01","2025-06-08","2025-06-08","Delivered","On-Time / Early","0","62766.80"
"234","249","2026-09-23","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-09-28","2026-10-04","2026-10-02","Delivered","On-Time / Early","-2","183842.07"
"259","275","2025-08-22","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-08-29","2025-09-06","2025-09-06","Delivered","On-Time / Early","0","266278.48"
"276","292","2026-03-06","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-03-08","2026-03-15","2026-03-14","Delivered","On-Time / Early","-1","481820.33"
"280","296","2026-09-14","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-09-24","2026-09-30","2026-09-29","Delivered","On-Time / Early","-1","214808.75"
"288","305","2025-02-13","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-02-15","2025-02-22","2025-02-22","Delivered","On-Time / Early","0","198492.24"
"358","377","2026-12-03","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-12-13","2026-12-21",\N,"In Transit","Not Delivered",\N,"195184.66"
"367","387","2025-03-22","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-03-31","2025-04-08","2025-04-10","Delivered","Late","2","138951.38"
"369","389","2025-11-10","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-11-17","2025-11-22","2025-11-22","Delivered","On-Time / Early","0","287677.81"
"376","397","2026-11-27","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-12-01","2026-12-06","2026-12-06","Delivered","On-Time / Early","0","211327.80"
"394","416","2025-05-13","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-05-16","2025-05-24","2025-05-24","Delivered","On-Time / Early","0","247479.90"
"405","429","2026-05-11","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-05-19","2026-05-29","2026-05-27","Delivered","On-Time / Early","-2","1058330.26"
"415","439","2026-06-02","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-06-11","2026-06-16","2026-06-15","Delivered","On-Time / Early","-1","525528.03"
"418","442","2025-04-21","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-04-29","2025-05-09","2025-05-08","Delivered","On-Time / Early","-1","227819.92"
"437","461","2025-06-05","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-06-08","2025-06-18","2025-06-18","Delivered","On-Time / Early","0","18675.27"
"482","510","2026-06-17","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-06-19","2026-06-29","2026-06-29","Delivered","On-Time / Early","0","418082.55"
"484","512","2025-02-26","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-03-02","2025-03-07","2025-03-06","Delivered","On-Time / Early","-1","296706.77"
"491","520","2026-01-27","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-02-04","2026-02-09","2026-02-09","Delivered","On-Time / Early","0","25078.82"
"496","525","2026-07-12","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-07-15","2026-07-20","2026-07-18","Delivered","On-Time / Early","-2","210359.31"
"497","526","2025-09-11","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-09-20","2025-09-28","2025-09-26","Delivered","On-Time / Early","-2","316317.36"
"500","529","2025-02-04","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-02-12","2025-02-22","2025-02-21","Delivered","On-Time / Early","-1","438430.18"
"563","596","2025-11-12","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-11-19","2025-11-24","2025-11-22","Delivered","On-Time / Early","-2","315525.93"
"592","628","2026-02-05","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-02-12","2026-02-18","2026-02-16","Delivered","On-Time / Early","-2","47875.10"
"593","629","2025-01-26","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-02-05","2025-02-15","2025-02-20","Delivered","Late","5","635609.51"
"596","632","2025-12-23","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-01-01","2026-01-09","2026-01-08","Delivered","On-Time / Early","-1","316862.37"
"626","664","2025-02-03","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-02-08","2025-02-14","2025-02-12","Delivered","On-Time / Early","-2","139035.58"
"627","665","2025-03-31","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-04-09","2025-04-17","2025-04-17","Delivered","On-Time / Early","0","363482.27"
"653","695","2026-11-28","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-11-30","2026-12-06","2026-12-04","Delivered","On-Time / Early","-2","421036.17"
"686","731","2026-05-24","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-06-03","2026-06-12","2026-06-10","Delivered","On-Time / Early","-2","69706.87"
"692","737","2025-09-12","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-09-16","2025-09-26","2025-09-24","Delivered","On-Time / Early","-2","236230.79"
"706","752","2026-06-17","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-06-23","2026-07-01","2026-06-30","Delivered","On-Time / Early","-1","271355.06"
"727","773","2026-10-24","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-11-01","2026-11-11","2026-11-10","Delivered","On-Time / Early","-1","345677.38"
"729","775","2026-08-11","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-08-19","2026-08-26","2026-08-24","Delivered","On-Time / Early","-2","170695.25"
"733","779","2026-05-26","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-05-28","2026-06-07","2026-06-05","Delivered","On-Time / Early","-2","333788.76"
"785","837","2026-06-20","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-06-30","2026-07-07","2026-07-06","Delivered","On-Time / Early","-1","407746.06"
"837","893","2025-11-11","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-11-21","2025-11-28","2025-11-28","Delivered","On-Time / Early","0","118472.24"
"865","922","2025-11-05","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-11-07","2025-11-16","2025-11-15","Delivered","On-Time / Early","-1","121202.17"
"887","946","2026-02-26","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-03-06","2026-03-15","2026-03-17","Delivered","Late","2","253062.72"
"896","956","2025-03-22","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-03-24","2025-03-30","2025-03-30","Delivered","On-Time / Early","0","192651.38"
"917","980","2025-05-22","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-05-25","2025-05-31","2025-05-29","Delivered","On-Time / Early","-2","75054.59"
"950","1017","2026-06-05","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-06-15","2026-06-23","2026-06-23","Delivered","On-Time / Early","0","49037.12"
"982","1051","2026-05-07","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-05-16","2026-05-22","2026-05-20","Delivered","On-Time / Early","-2","332382.66"
"993","1062","2025-05-24","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-06-01","2025-06-07","2025-06-05","Delivered","On-Time / Early","-2","233343.72"
"1005","1075","2025-05-23","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-05-27","2025-06-03","2025-06-03","Delivered","On-Time / Early","0","404092.21"
"1015","1085","2025-08-10","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-08-18","2025-08-24","2025-08-23","Delivered","On-Time / Early","-1","265632.02"
"1184","1260","2026-04-09","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-04-17","2026-04-27","2026-04-26","Delivered","On-Time / Early","-1","289241.65"
"1196","1272","2026-03-21","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-03-25","2026-03-31","2026-03-29","Delivered","On-Time / Early","-2","330156.18"
"1237","1313","2025-12-04","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-12-10","2025-12-18","2025-12-18","Delivered","On-Time / Early","0","181247.28"
"1257","1333","2026-04-08","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-04-10","2026-04-20","2026-04-26","Delivered","Late","6","279865.48"
"1260","1337","2025-10-20","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-10-29","2025-11-03","2025-11-03","Delivered","On-Time / Early","0","193703.94"
"1262","1339","2026-10-24","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-11-01","2026-11-11","2026-11-11","Delivered","On-Time / Early","0","28955.75"
"1264","1341","2025-11-28","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-12-05","2025-12-11","2025-12-09","Delivered","On-Time / Early","-2","245807.37"
"1277","1355","2026-04-10","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-04-20","2026-04-25","2026-05-02","Delivered","Late","7","149075.75"
"1292","1373","2025-01-25","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-02-03","2025-02-12","2025-02-10","Delivered","On-Time / Early","-2","186311.13"
"1318","1399","2025-02-07","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-02-11","2025-02-20","2025-02-18","Delivered","On-Time / Early","-2","210544.56"
"1335","1417","2026-12-17","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-12-27","2027-01-06","2027-01-05","Delivered","On-Time / Early","-1","319036.22"
"1346","1429","2026-08-29","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-08-31","2026-09-07","2026-09-06","Delivered","On-Time / Early","-1","522528.72"
"1362","1446","2025-08-29","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-08-31","2025-09-05","2025-09-05","Delivered","On-Time / Early","0","388407.45"
"1374","1458","2025-10-03","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-10-08","2025-10-16","2025-10-15","Delivered","On-Time / Early","-1","173944.36"
"1436","1521","2026-10-10","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-10-18","2026-10-25","2026-10-23","Delivered","On-Time / Early","-2","527496.30"
"1446","1532","2025-04-10","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-04-12","2025-04-20","2025-04-20","Delivered","On-Time / Early","0","471724.75"
"1449","1535","2025-07-27","IndoPacific Airlines","Airline","India","Asia-Pacific","2025-08-02","2025-08-07","2025-08-08","Delivered","Late","1","330628.33"
"1477","1564","2026-09-17","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-09-22","2026-09-27","2026-09-25","Delivered","On-Time / Early","-2","427454.42"
"1480","1568","2026-04-15","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-04-24","2026-05-04","2026-05-02","Delivered","On-Time / Early","-2","92696.27"
"1516","1605","2026-03-07","IndoPacific Airlines","Airline","India","Asia-Pacific","2026-03-09","2026-03-18","2026-03-17","Delivered","On-Time / Early","-1","170599.56"
"27","29","2026-05-13","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-05-22","2026-05-28","2026-05-26","Delivered","On-Time / Early","-2","219492.13"
"32","35","2026-08-22","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-08-31","2026-09-05","2026-09-03","Delivered","On-Time / Early","-2","24491.32"
"112","118","2025-08-12","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-08-20","2025-08-27","2025-08-25","Delivered","On-Time / Early","-2","232716.36"
"132","138","2026-02-21","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-02-25","2026-03-05","2026-03-03","Delivered","On-Time / Early","-2","159109.10"
"145","152","2026-04-26","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-04-28","2026-05-05","2026-05-03","Delivered","On-Time / Early","-2","152801.53"
"167","176","2025-06-29","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-07-02","2025-07-10","2025-07-08","Delivered","On-Time / Early","-2","76074.60"
"285","302","2025-01-08","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-01-11","2025-01-19","2025-01-17","Delivered","On-Time / Early","-2","206525.61"
"304","321","2025-12-27","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-01-04","2026-01-11","2026-01-09","Delivered","On-Time / Early","-2","338832.28"
"361","381","2026-07-11","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-07-18","2026-07-26","2026-07-26","Delivered","On-Time / Early","0","358381.49"
"365","385","2025-07-11","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-07-13","2025-07-23","2025-07-23","Delivered","On-Time / Early","0","279567.08"
"392","414","2026-04-06","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-04-16","2026-04-23","2026-04-23","Delivered","On-Time / Early","0","329033.63"
"402","426","2025-02-01","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-02-09","2025-02-16","2025-02-17","Delivered","Late","1","97735.68"
"403","427","2025-11-06","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-11-12","2025-11-18","2025-11-21","Delivered","Late","3","585314.40"
"421","445","2026-01-31","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-02-02","2026-02-10","2026-02-10","Delivered","On-Time / Early","0","123553.56"
"425","449","2026-02-16","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-02-23","2026-03-01","2026-02-27","Delivered","On-Time / Early","-2","242700.59"
"430","454","2025-11-03","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-11-07","2025-11-16","2025-11-16","Delivered","On-Time / Early","0","148009.62"
"434","458","2026-08-21","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-08-30","2026-09-08","2026-09-07","Delivered","On-Time / Early","-1","190422.18"
"455","481","2026-05-03","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-05-05","2026-05-13","2026-05-11","Delivered","On-Time / Early","-2","338013.81"
"469","496","2025-05-24","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-06-02","2025-06-09","2025-06-08","Delivered","On-Time / Early","-1","160535.14"
"475","503","2025-05-17","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-05-20","2025-05-25","2025-05-27","Delivered","Late","2","135627.86"
"508","539","2026-07-05","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-07-14","2026-07-21","2026-07-24","Delivered","Late","3","612743.88"
"586","620","2026-09-05","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-09-08","2026-09-13","2026-09-13","Delivered","On-Time / Early","0","653628.94"
"672","717","2026-02-12","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-02-14","2026-02-20","2026-02-20","Delivered","On-Time / Early","0","168206.13"
"748","795","2026-06-24","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-07-03","2026-07-11","2026-07-09","Delivered","On-Time / Early","-2","387861.01"
"779","830","2026-04-28","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-05-01","2026-05-11","2026-05-12","Delivered","Late","1","305858.54"
"786","838","2025-08-30","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-09-07","2025-09-13","2025-09-11","Delivered","On-Time / Early","-2","307984.62"
"787","839","2025-02-05","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-02-07","2025-02-12","2025-02-10","Delivered","On-Time / Early","-2","459887.49"
"796","850","2026-11-02","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-11-12","2026-11-20","2026-11-19","Delivered","On-Time / Early","-1","60575.13"
"844","900","2025-03-24","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-04-01","2025-04-08","2025-04-07","Delivered","On-Time / Early","-1","88248.24"
"884","943","2026-08-28","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-09-01","2026-09-08","2026-09-07","Delivered","On-Time / Early","-1","278373.40"
"886","945","2025-05-14","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-05-24","2025-05-29","2025-05-29","Delivered","On-Time / Early","0","322165.51"
"890","950","2025-09-12","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-09-20","2025-09-25","2025-09-25","Delivered","On-Time / Early","0","128806.98"
"921","985","2026-07-30","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-08-09","2026-08-15","2026-08-13","Delivered","On-Time / Early","-2","273733.70"
"1009","1079","2026-05-06","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-05-13","2026-05-20","2026-05-20","Delivered","On-Time / Early","0","269920.74"
"1022","1092","2025-07-01","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-07-08","2025-07-13","2025-07-15","Delivered","Late","2","350231.81"
"1059","1130","2026-07-31","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-08-04","2026-08-13","2026-08-13","Delivered","On-Time / Early","0","89953.95"
"1073","1144","2025-11-19","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-11-28","2025-12-08","2025-12-06","Delivered","On-Time / Early","-2","42000.50"
"1085","1158","2025-06-03","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-06-08","2025-06-18","2025-06-17","Delivered","On-Time / Early","-1","145481.05"
"1161","1237","2026-12-01","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-12-07","2026-12-16",\N,"In Transit","Not Delivered",\N,"377534.19"
"1203","1279","2025-03-26","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-03-31","2025-04-07","2025-04-05","Delivered","On-Time / Early","-2","491116.50"
"1206","1282","2025-07-22","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-07-29","2025-08-05","2025-08-05","Delivered","On-Time / Early","0","231543.85"
"1226","1302","2026-01-25","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-02-03","2026-02-13","2026-02-13","Delivered","On-Time / Early","0","37058.00"
"1398","1482","2025-11-05","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2025-11-11","2025-11-16","2025-11-16","Delivered","On-Time / Early","0","330726.76"
"1476","1563","2026-08-23","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-08-25","2026-09-03","2026-09-01","Delivered","On-Time / Early","-2","136964.83"
"1483","1571","2026-06-19","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-06-26","2026-07-06","2026-07-05","Delivered","On-Time / Early","-1","278855.10"
"1508","1597","2026-04-09","Sakura Sky Airways","Airline","Japan","Asia-Pacific","2026-04-13","2026-04-23","2026-04-22","Delivered","On-Time / Early","-1","609788.40"
"4","5","2025-07-02","Coral Pacific Air","Airline","Australia","Asia-Pacific","2025-07-09","2025-07-18","2025-07-18","Delivered","On-Time / Early","0","451158.72"
"18","19","2025-03-14","Coral Pacific Air","Airline","Australia","Asia-Pacific","2025-03-23","2025-04-02","2025-03-31","Delivered","On-Time / Early","-2","178512.84"
"41","44","2025-08-07","Coral Pacific Air","Airline","Australia","Asia-Pacific","2025-08-09","2025-08-19","2025-08-17","Delivered","On-Time / Early","-2","399300.90"
"44","47","2026-11-01","Coral Pacific Air","Airline","Australia","Asia-Pacific","2026-11-07","2026-11-15",\N,"In Transit","Not Delivered",\N,"523371.58"
"69","74","2025-01-02","Coral Pacific Air","Airline","Australia","Asia-Pacific","2025-01-06","2025-01-13","2025-01-12","Delivered","On-Time / Early","-1","314613.78"
"85","91","2026-12-14","Coral Pacific Air","Airline","Australia","Asia-Pacific","2026-12-16","2026-12-22",\N,"In Transit","Not Delivered",\N,"259032.66"
"142","149","2026-12-27","Coral Pacific Air","Airline","Australia","Asia-Pacific","2027-01-04","2027-01-09","2027-01-09","Delivered","On-Time / Early","0","234736.70"
"181","191","2025-06-07","Coral Pacific Air","Airline","Australia","Asia-Pacific","2025-06-15","2025-06-23","2025-06-23","Delivered","On-Time / Early","0","261450.52"
"183","194","2026-09-06","Coral Pacific Air","Airline","Australia","Asia-Pacific","2026-09-09","2026-09-18","2026-09-18","Delivered","On-Time / Early","0","317871.45"
"192","204","2025-05-10","Coral Pacific Air","Airline","Australia","Asia-Pacific","2025-05-18","2025-05-27","2025-05-25","Delivered","On-Time / Early","-2","169246.86"
"204","217","2025-09-04","Coral Pacific Air","Airline","Australia","Asia-Pacific","2025-09-08","2025-09-17","2025-09-16","Delivered","On-Time / Early","-1","709129.65"
"247","263","2026-03-08","Coral Pacific Air","Airline","Australia","Asia-Pacific","2026-03-14","2026-03-22","2026-03-21","Delivered","On-Time / Early","-1","168411.08"
"248","264","2026-01-06","Coral Pacific Air","Airline","Australia","Asia-Pacific","2026-01-11","2026-01-16","2026-01-16","Delivered","On-Time / Early","0","183218.34"
"250","266","2026-11-06","Coral Pacific Air","Airline","Australia","Asia-Pacific","2026-11-08","2026-11-15","2026-11-14","Delivered","On-Time / Early","-1","258233.25"
"267","283","2026-08-15","Coral Pacific Air","Airline","Australia","Asia-Pacific","2026-08-20","2026-08-25","2026-08-24","Delivered","On-Time / Early","-1","293179.73"
"286","303","2026-01-25","Coral Pacific Air","Airline","Australia","Asia-Pacific","2026-02-02","2026-02-07","2026-02-06","Delivered","On-Time / Early","-1","329639.94"
"300","317","2026-10-06","Coral Pacific Air","Airline","Australia","Asia-Pacific","2026-10-16","2026-10-24","2026-10-27","Delivered","Late","3","188668.90"
"312","329","2026-03-26","Coral Pacific Air","Airline","Australia","Asia-Pacific","2026-03-29","2026-04-04","2026-04-03","Delivered","On-Time / Early","-1","289665.75"
"322","339","2026-03-10","Coral Pacific Air","Airline","Australia","Asia-Pacific","2026-03-20","2026-03-27","2026-03-26","Delivered","On-Time / Early","-1","389120.71"
"379","400","2025-07-10","Coral Pacific Air","Airline","Australia","Asia-Pacific","2025-07-18","2025-07-25","2025-07-25","Delivered","On-Time / Early","0","308867.80"
"390","412","2026-05-06","Coral Pacific Air","Airline","Australia","Asia-Pacific","2026-05-15","2026-05-25","2026-05-26","Delivered","Late","1","36809.58"
"397","421","2025-04-06","Coral Pacific Air","Airline","Australia","Asia-Pacific","2025-04-15","2025-04-20","2025-04-25","Delivered","Late","5","343908.72"
"414","438","2025-11-12","Coral Pacific Air","Airline","Australia","Asia-Pacific","2025-11-22","2025-12-01","2025-11-30","Delivered","On-Time / Early","-1","245910.04"
"526","558","2025-09-09","Coral Pacific Air","Airline","Australia","Asia-Pacific","2025-09-17","2025-09-27","2025-09-25","Delivered","On-Time / Early","-2","108292.05"
"538","570","2025-04-09","Coral Pacific Air","Airline","Australia","Asia-Pacific","2025-04-17","2025-04-25","2025-04-25","Delivered","On-Time / Early","0","117926.81"
